,0
400,192.15736323529413
401,193.7007007352941
402,194.65154852941177
403,195.51274779411764
404,196.89581470588234
405,197.7450794117647
406,197.8875044117647
407,197.89364852941176
408,198.0312867647059
409,198.323675
410,198.80084852941175
411,199.42087205882353
412,199.9770544117647
413,200.3979786764706
414,200.86459779411766
415,201.0265455882353
416,201.2278213235294
417,201.14529338235295
418,201.54893602941178
419,201.54523455882352
420,201.61415588235295
421,200.3375036764706
422,194.77627279411766
423,190.5559286764706
424,190.39660661764705
425,191.53299779411765
426,193.04393235294117
427,193.9852242647059
428,195.05954264705883
429,196.0975257352941
430,197.04551470588234
431,197.3177169117647
432,197.49912647058824
433,197.65689779411764
434,198.3242705882353
435,198.94461985294117
436,199.56880294117647
437,200.10823823529412
438,200.6328338235294
439,200.8925669117647
440,201.03216029411766
441,201.15136911764705
442,201.3019330882353
443,201.44944779411765
444,201.53112205882354
445,201.64023014705882
446,201.23161102941177
447,196.2679875
448,190.7978367647059
449,190.04397279411765
450,190.7630161764706
451,192.31527647058823
452,193.60364779411765
453,194.69653676470588
454,195.90375294117646
455,197.16580367647057
456,197.47595735294118
457,197.60860220588236
458,197.88154926470588
459,198.20877647058825
460,198.5683963235294
461,199.03059044117646
462,199.44328676470587
463,200.18120147058823
464,200.52122647058823
465,200.51323602941176
466,200.68802941176472
467,200.8001536764706
468,200.9296088235294
469,201.0623338235294
470,201.09314705882352
471,197.03265588235294
472,191.27343970588234
473,190.08296544117647
474,190.6055588235294
475,191.91638088235294
476,192.86976470588235
477,193.75443823529412
478,194.94319558823528
479,196.0152125
480,196.40643235294118
481,196.5000919117647
482,196.98596102941175
483,197.61377352941176
484,198.27367794117646
485,198.8227955882353
486,199.65603529411766
487,200.31810220588235
488,200.64889926470588
489,200.84135514705883
490,200.6149044117647
491,200.8973955882353
492,201.12738676470588
493,201.43247205882352
494,199.53132205882352
495,193.4164330882353
496,190.3734573529412
497,190.35389779411764
498,191.8315867647059
499,192.67202647058824
500,193.4338830882353
501,194.68202941176472
502,195.90282794117647
503,196.49829338235295
504,196.6853794117647
505,196.85740955882352
506,197.1592911764706
507,197.80522352941176
508,198.39334044117646
509,198.84919779411766
510,199.32027352941176
511,199.94340073529412
512,200.25111102941176
513,200.35431911764707
514,200.38782426470587
515,200.62548529411765
516,200.92672647058822
517,201.3126830882353
518,201.02368235294117
519,195.88778235294117
520,190.77375
521,190.05734852941177
522,190.81415735294118
523,192.40524044117646
524,193.35870220588237
525,194.4231911764706
526,195.5134205882353
527,196.46245294117648
528,196.66569264705882
529,196.73011764705882
530,196.83910955882354
531,197.43237205882352
532,197.99636102941176
533,198.4989963235294
534,198.9392088235294
535,199.63559044117648
536,200.16506764705883
537,200.35035661764707
538,200.28813382352942
539,200.54806838235294
540,200.69164191176472
541,200.89469852941176
542,201.13068970588236
543,200.13141691176472
544,194.3899375
545,190.7313830882353
546,190.61490955882354
547,191.61923088235295
548,192.85775294117647
549,193.83655294117648
550,195.0183419117647
551,195.99331985294117
552,196.6685213235294
553,196.83814705882352
554,196.97106029411765
555,197.33693823529413
556,198.06918161764705
557,198.60846470588234
558,198.94381176470588
559,199.62872720588234
560,200.12016102941178
561,200.4754742647059
562,200.4719632352941
563,200.6417044117647
564,200.8607580882353
565,201.06702279411763
566,201.30647794117647
567,200.34036544117646
568,194.65472279411765
569,190.9436705882353
570,191.1148867647059
571,192.17053823529412
572,193.33549485294117
573,194.56617058823528
574,195.70944779411764
575,196.96348235294118
576,197.45435073529413
577,197.37305735294117
578,197.22302132352942
579,197.5516669117647
580,198.16318823529411
581,198.63371544117646
582,199.14773897058822
583,199.89216838235293
584,200.55001985294118
585,200.6953617647059
586,200.8055955882353
587,200.73224779411765
588,201.10382647058825
589,201.12163308823528
590,201.39209852941175
591,200.8364786764706
592,196.23721544117646
593,191.46750588235295
594,190.85990735294118
595,192.2563625
596,193.64353088235293
597,194.67229632352942
598,195.82392132352942
599,197.02862426470588
600,197.63667720588236
601,197.7307963235294
602,197.64782794117647
603,197.74651911764707
604,198.17592647058822
605,198.8134580882353
606,199.34906323529412
607,199.85618823529413
608,200.54479411764706
609,200.77205735294118
610,201.08791470588235
611,200.98202647058824
612,201.14554485294119
613,201.19296102941178
614,201.27885294117647
615,200.69733455882354
616,199.553075
617,198.52445294117646
618,194.2770963235294
619,190.30285882352942
620,190.1280919117647
621,191.86797352941176
622,194.24221102941178
623,195.6725713235294
624,196.919725
625,197.97182720588236
626,198.4703757352941
627,198.38781397058824
628,198.43200294117648
629,198.561125
630,198.89318235294118
631,199.4033213235294
632,199.86126323529413
633,200.65249411764705
634,201.09881176470589
635,201.30944117647059
636,201.49701691176472
637,201.2875367647059
638,200.34602794117646
639,199.41022573529412
640,198.85566764705882
641,198.1857125
642,197.95381911764707
643,197.92371470588236
644,197.08889926470587
645,191.38479852941177
646,189.99008014705882
647,191.1770669117647
648,193.89329411764706
649,195.88696544117647
650,197.53769705882354
651,198.49632647058823
652,199.69760955882353
653,199.74892647058823
654,199.53981544117647
655,199.1943955882353
656,199.43501323529412
657,199.9597536764706
658,200.59
659,201.12613823529412
660,201.50095588235294
661,201.3805161764706
662,200.2114088235294
663,198.6370617647059
664,197.71617867647058
665,197.3958757352941
666,197.31316029411764
667,197.37600661764705
668,195.91653897058825
669,189.85983529411766
670,189.82183308823528
671,191.79990882352942
672,194.46362279411764
673,196.15500367647059
674,197.4597338235294
675,198.40465073529413
676,199.47549411764706
677,199.6716882352941
678,199.4762661764706
679,199.4277455882353
680,199.65091029411764
681,200.02192794117647
682,200.63488455882353
683,201.21998014705883
684,201.52389044117646
685,200.90441544117647
686,199.86365073529413
687,198.55540588235294
688,197.88510294117648
689,197.57973897058824
690,197.16901323529413
691,193.0218919117647
692,190.3971963235294
693,190.68474926470589
694,192.70914338235295
695,194.94025220588236
696,196.27775514705883
697,197.33590147058823
698,198.4851088235294
699,199.16400147058823
700,199.25271911764705
701,199.07310220588235
702,199.10181617647058
703,199.3195911764706
704,199.70174485294118
705,200.09118308823528
706,200.72215588235295
707,201.09783529411766
708,201.32368235294118
709,201.23768014705882
710,200.5768242647059
711,199.67041176470588
712,198.7683838235294
713,195.70311102941176
714,191.75187794117647
715,190.4069632352941
716,191.3725617647059
717,193.17128602941176
718,194.4670669117647
719,195.4779911764706
720,196.35714044117648
721,197.12279264705882
722,197.14149632352942
723,197.14250147058823
724,197.02365661764705
725,197.31817352941175
726,197.78316838235295
727,198.17119705882354
728,198.66755514705883
729,199.0622838235294
730,199.55506544117648
731,199.71231102941175
732,199.7440705882353
733,199.9553455882353
734,200.0710044117647
735,199.98631102941175
736,195.99520955882352
737,191.23025588235294
738,190.15093602941175
739,190.92129779411763
740,192.58776323529412
741,193.50590073529412
742,194.41166838235293
743,195.56746397058822
744,196.24097426470587
745,196.30207426470588
746,196.51447647058825
747,196.86712352941177
748,197.54181838235294
749,198.17364191176472
750,198.79757794117648
751,199.1505257352941
752,199.3854875
753,199.56840073529412
754,199.65090882352942
755,199.7281544117647
756,199.76142720588234
757,200.02593014705883
758,198.8720948529412
759,193.2919588235294
760,190.08433235294117
761,189.72686985294118
762,191.22352205882353
763,192.54688014705883
764,193.3719992647059
765,194.3269955882353
766,195.1188213235294
767,195.55012941176471
768,195.69818088235294
769,195.87105661764707
770,196.50484191176471
771,197.37263897058824
772,197.97596911764705
773,198.5243625
774,198.97410955882353
775,199.40908235294117
776,199.64869926470587
777,199.82105661764706
778,199.89494926470587
779,200.145675
780,199.09527352941177
781,193.25834338235293
782,189.93211985294118
783,189.60205514705882
784,191.3240455882353
785,192.38196838235294
786,193.0429661764706
787,194.14909632352942
788,195.43790661764706
789,195.77100147058823
790,195.84531323529413
791,196.01472573529412
792,196.6235125
793,197.52017426470587
794,198.58135294117648
795,199.17993897058824
796,199.70329779411765
797,200.10867794117647
798,200.26461470588237
799,200.3672955882353
800,200.27843823529412
801,200.4770573529412
802,200.6656882352941
803,199.44856029411764
804,193.91729044117648
805,190.2291301470588
806,190.05472058823528
807,192.16748455882353
808,193.8267176470588
809,194.75671911764707
810,195.0529786764706
811,195.68774705882353
812,195.80200955882353
813,195.55935073529412
814,195.4774132352941
815,195.62944044117648
816,196.3025911764706
817,197.3358036764706
818,198.4261875
819,199.0834411764706
820,199.53199338235294
821,199.74177205882353
822,199.96275
823,200.13704779411765
824,200.35816764705882
825,200.5031455882353
826,200.67123088235294
827,200.85361764705883
828,200.88418823529412
829,196.85823602941176
830,191.12783970588237
831,189.64915955882353
832,191.16204779411765
833,193.2801294117647
834,194.21362132352942
835,194.91043823529412
836,195.81238161764705
837,196.20505955882354
838,196.33024191176472
839,196.49953088235293
840,196.9309286764706
841,197.55232647058824
842,198.42186911764705
843,199.32111764705883
844,199.9587382352941
845,200.3688044117647
846,200.4240632352941
847,200.91653676470588
848,201.0114455882353
849,201.05349779411765
850,200.82308235294119
851,200.80385588235293
852,200.78129779411765
853,200.85108455882352
854,197.87682720588236
855,191.6933213235294
856,190.2146205882353
857,190.76533014705882
858,192.76469191176471
859,193.67678529411765
860,194.71163897058824
861,195.9857205882353
862,197.1474125
863,197.34164044117648
864,197.34967720588236
865,197.46846102941177
866,197.87711102941176
867,198.55786985294117
868,199.32858602941175
869,199.78026911764707
870,200.32188602941176
871,200.74292352941177
872,200.85718235294118
873,200.81766470588235
874,200.66876764705881
875,200.80492867647058
876,200.7327955882353
877,200.2600286764706
878,194.96681838235295
879,190.7700867647059
880,190.41072941176472
881,191.5859669117647
882,193.3052705882353
883,194.2397
884,195.24918529411764
885,196.3706911764706
886,197.11148970588235
887,197.3583919117647
888,197.43911470588236
889,197.7257286764706
890,198.2308161764706
891,198.8556955882353
892,199.41318161764707
893,199.94566544117646
894,200.33801764705882
895,200.7790705882353
896,200.77723161764706
897,200.80718529411766
898,200.73162573529413
899,200.83886176470588
900,200.71797426470587
901,200.00410808823528
902,194.36615735294117
903,190.38471102941176
904,190.1420088235294
905,191.39753014705883
906,193.02301102941178
907,193.75925955882352
908,194.7963448529412
909,195.95555220588236
910,196.78017794117648
911,196.91977058823528
912,197.04729411764706
913,197.39778455882353
914,198.01683602941176
915,198.5026294117647
916,198.9766661764706
917,199.32668970588236
918,199.6434455882353
919,200.0004588235294
920,200.12481838235294
921,200.3691661764706
922,200.4805330882353
923,200.69134411764705
924,200.66792647058824
925,197.84251764705883
926,192.46413602941178
927,190.27470735294116
928,190.84139779411765
929,192.87897426470587
930,193.95338970588236
931,194.61330588235293
932,195.62146838235293
933,196.1115742647059
934,196.19621470588234
935,196.30830294117646
936,196.59564411764705
937,197.0390948529412
938,197.8747705882353
939,198.8877213235294
940,199.364625
941,199.57541544117646
942,199.787
943,199.6993411764706
944,200.00514852941177
945,200.02885882352942
946,200.04841029411764
947,196.72213455882354
948,191.01818970588235
949,189.12388602941178
950,191.50664191176472
951,193.83631764705882
952,195.2526830882353
953,196.23870955882353
954,196.9383367647059
955,196.84508382352942
956,196.14301617647058
957,195.39356764705883
958,195.29858970588236
959,195.5232213235294
960,195.9292955882353
961,196.32049191176472
962,197.0224573529412
963,197.72407205882354
964,198.3452544117647
965,198.62667647058822
966,198.89286029411764
967,199.08218161764705
968,197.8169544117647
969,192.48030955882354
970,188.41337720588234
971,189.65254411764707
972,192.22998014705882
973,194.1462367647059
974,195.87566470588234
975,197.16609632352942
976,198.98387205882352
977,198.65110955882352
978,197.95363970588235
979,197.47504705882352
980,197.21007720588236
981,196.8509463235294
982,196.6859742647059
983,196.62437352941177
984,196.88710955882354
985,197.33299117647059
986,197.70767794117648
987,197.93276176470587
988,198.51129485294118
989,198.67114779411764
990,195.37143529411765
991,189.705075
992,190.6734330882353
993,193.5747338235294
994,196.2306963235294
995,197.70213235294116
996,198.60919411764706
997,199.68341911764705
998,200.1583463235294
999,200.14953602941176
1000,200.0036294117647
1001,199.37316176470588
1002,198.64579338235293
1003,198.359125
1004,197.66023161764707
1005,197.3834044117647
1006,197.25958161764706
1007,197.53430367647059
1008,198.0123713235294
1009,198.50472794117647
1010,198.64083970588234
1011,199.0378330882353
1012,199.08505147058824
1013,196.24838088235293
1014,190.38775661764706
1015,190.02010661764706
1016,192.68963014705884
1017,195.62425955882352
1018,197.5138661764706
1019,198.82895
1020,199.90522352941176
1021,200.51034338235294
1022,200.05308235294117
1023,198.83245073529412
1024,197.75893014705883
1025,197.34655882352942
1026,197.0221213235294
1027,197.01861029411765
1028,197.30433676470588
1029,197.96430514705884
1030,198.74372941176472
1031,199.24236470588235
1032,199.48088014705883
1033,199.5328794117647
1034,199.65568823529412
1035,199.88661470588235
1036,199.86046691176472
1037,196.00602352941178
1038,190.55902867647058
1039,189.00144852941176
1040,192.14119044117646
1041,195.6412375
1042,196.25421544117648
1043,196.59650294117648
1044,196.75351838235295
1045,196.24863455882354
1046,195.7812875
1047,195.4805875
1048,195.61185
1049,196.00109338235293
1050,196.8394080882353
1051,197.63176764705884
1052,198.44299264705882
1053,199.18606102941177
1054,199.70798823529412
1055,199.68013235294117
1056,199.6957
1057,199.62801911764706
1058,199.837225
1059,199.8362544117647
1060,196.00099411764705
1061,190.98272352941177
1062,189.22448970588235
1063,191.07526470588235
1064,193.43560367647058
1065,194.6697169117647
1066,195.02284779411764
1067,195.6412382352941
1068,196.05635882352942
1069,196.03381029411764
1070,196.0046294117647
1071,196.26476544117648
1072,197.43651838235294
1073,198.09690294117647
1074,198.48569852941176
1075,199.23755661764707
1076,199.70209485294117
1077,200.036525
1078,199.83601102941176
1079,199.71437205882353
1080,199.62323161764706
1081,199.70087279411766
1082,198.69895
1083,193.1087375
1084,190.0623705882353
1085,189.77767794117648
1086,192.18534779411766
1087,193.58815441176472
1088,194.24334264705882
1089,195.0671294117647
1090,195.97725294117646
1091,196.15120588235294
1092,196.1941661764706
1093,196.3434448529412
1094,196.82569705882352
1095,197.73276985294117
1096,198.7597875
1097,199.25612205882354
1098,199.59540294117647
1099,199.95491911764705
1100,200.0154367647059
1101,199.97319558823528
1102,199.81471911764706
1103,199.79913014705883
1104,199.78711323529413
1105,199.12128970588236
1106,194.12864779411765
1107,190.27044411764706
1108,189.96476029411764
1109,191.33494558823529
1110,193.10649338235294
1111,193.94557352941177
1112,195.1430169117647
1113,196.43975588235296
1114,197.33967426470588
1115,197.73741985294117
1116,198.46246838235294
1117,199.3046
1118,200.0386338235294
1119,200.8063213235294
1120,201.29271544117648
1121,200.97111911764705
1122,200.40753970588236
1123,199.48551838235295
1124,198.36815147058823
1125,198.28685147058823
1126,198.73457647058822
1127,197.45873088235294
1128,196.90505514705882
1129,194.77928088235294
1130,189.6215463235294
1131,189.5115588235294
1132,190.95065294117646
1133,193.51449632352941
1134,195.70967720588234
1135,197.7180242647059
1136,198.61341911764706
1137,199.1109419117647
1138,199.08827647058823
1139,198.88405294117646
1140,198.75446029411765
1141,198.94552132352942
1142,199.1024169117647
1143,199.04544852941177
1144,198.81287352941177
1145,198.602975
1146,198.56083676470587
1147,198.3860419117647
1148,198.17450073529412
1149,198.3742867647059
1150,198.65560367647058
1151,198.08461176470587
1152,192.77047426470588
1153,188.04993602941175
1154,187.84722647058823
1155,190.18253823529412
1156,192.5023242647059
1157,194.57853529411764
1158,196.56546764705882
1159,197.21638823529412
1160,197.02745220588235
1161,196.89940514705881
